datetime,close,supertrend,in_uptrend,trend_int,shift
2025-01-01 12:09:00,10871.35,10896.731333333335,False,0,0.0
2025-01-01 12:10:00,10867.5,10896.731333333335,False,0,0.0
2025-01-01 12:11:00,10868.25,10896.731333333335,False,0,0.0
2025-01-01 12:12:00,10873.1,10896.731333333335,False,0,0.0
2025-01-01 12:13:00,10870.3,10896.731333333335,False,0,0.0
2025-01-01 12:14:00,10872.4,10896.731333333335,False,0,0.0
2025-01-01 12:15:00,10878.0,10896.731333333335,False,0,0.0
2025-01-01 12:16:00,10882.95,10896.731333333335,False,0,0.0
2025-01-01 12:17:00,10880.2,10896.731333333335,False,0,0.0
2025-01-01 12:18:00,10878.2,10896.731333333335,False,0,0.0
2025-01-01 12:19:00,10885.0,10896.731333333335,False,0,0.0
2025-01-01 12:20:00,10891.1,10896.731333333335,False,0,0.0
2025-01-01 12:21:00,10895.65,10896.731333333335,False,0,0.0
2025-01-01 12:22:00,10894.15,10896.731333333335,False,0,0.0
2025-01-01 12:23:00,10897.6,10896.731333333335,True,1,1.0
2025-01-01 12:24:00,10889.05,10896.731333333335,False,0,1.0
2025-01-01 12:25:00,10890.3,10896.731333333335,False,0,0.0
2025-01-01 12:26:00,10887.85,10896.731333333335,False,0,0.0
2025-01-01 12:27:00,10885.9,10896.731333333335,False,0,0.0
2025-01-01 12:28:00,10886.75,10896.731333333335,False,0,0.0
2025-01-01 12:29:00,10890.05,10896.731333333335,False,0,0.0
2025-01-01 12:30:00,10888.05,10896.731333333335,False,0,0.0
2025-01-01 12:31:00,10885.25,10896.731333333335,False,0,0.0
2025-01-01 12:32:00,10889.1,10896.731333333335,False,0,0.0
2025-01-01 12:33:00,10889.0,10896.731333333335,False,0,0.0
2025-01-01 12:34:00,10887.3,10896.731333333335,False,0,0.0
2025-01-01 12:35:00,10885.2,10896.731333333335,False,0,0.0
2025-01-01 12:36:00,10885.25,10896.731333333335,False,0,0.0
2025-01-01 12:37:00,10890.0,10896.731333333335,False,0,0.0
2025-01-01 12:38:00,10885.2,10896.731333333335,False,0,0.0
2025-01-01 12:39:00,10886.85,10896.731333333335,False,0,0.0
2025-01-01 12:40:00,10889.6,10896.731333333335,False,0,0.0
2025-01-01 12:41:00,10887.7,10896.731333333335,False,0,0.0
2025-01-01 12:42:00,10885.6,10896.731333333335,False,0,0.0
2025-01-01 12:43:00,10883.95,10896.731333333335,False,0,0.0
2025-01-01 12:44:00,10887.85,10896.731333333335,False,0,0.0
2025-01-01 12:45:00,10890.0,10896.731333333335,False,0,0.0
2025-01-01 12:46:00,10888.05,10896.731333333335,False,0,0.0
2025-01-01 12:47:00,10893.15,10896.731333333335,False,0,0.0
2025-01-01 12:48:00,10891.85,10896.731333333335,False,0,0.0
2025-01-01 12:49:00,10886.05,10896.731333333335,False,0,0.0
2025-01-01 12:50:00,10885.0,10896.731333333335,False,0,0.0
2025-01-01 12:51:00,10887.95,10896.731333333335,False,0,0.0
2025-01-01 12:52:00,10885.0,10896.731333333335,False,0,0.0
2025-01-01 12:53:00,10883.75,10896.731333333335,False,0,0.0
2025-01-01 12:54:00,10885.65,10896.731333333335,False,0,0.0
2025-01-01 12:55:00,10886.75,10896.731333333335,False,0,0.0
2025-01-01 12:56:00,10881.9,10896.731333333335,False,0,0.0
2025-01-01 12:57:00,10877.05,10896.731333333335,False,0,0.0
2025-01-01 12:58:00,10874.95,10896.731333333335,False,0,0.0
2025-01-01 12:59:00,10874.0,10896.731333333335,False,0,0.0
2025-01-01 13:00:00,10874.1,10896.731333333335,False,0,0.0
2025-01-01 13:01:00,10878.15,10896.731333333335,False,0,0.0
2025-01-01 13:02:00,10871.65,10896.731333333335,False,0,0.0
2025-01-01 13:03:00,10867.0,10896.731333333335,False,0,0.0
2025-01-01 13:04:00,10867.0,10896.731333333335,False,0,0.0
2025-01-01 13:05:00,10868.3,10896.731333333335,False,0,0.0
2025-01-01 13:06:00,10868.9,10896.731333333335,False,0,0.0
2025-01-01 13:07:00,10868.0,10896.731333333335,False,0,0.0
2025-01-01 13:08:00,10862.0,10896.731333333335,False,0,0.0
2025-01-01 13:09:00,10861.75,10896.731333333335,False,0,0.0
2025-01-01 13:10:00,10867.3,10896.731333333335,False,0,0.0
2025-01-01 13:11:00,10857.3,10896.731333333335,False,0,0.0
2025-01-01 13:12:00,10858.95,10896.731333333335,False,0,0.0
2025-01-01 13:13:00,10863.55,10896.731333333335,False,0,0.0
2025-01-01 13:14:00,10862.45,10896.731333333335,False,0,0.0
2025-01-01 13:15:00,10874.85,10896.731333333335,False,0,0.0
2025-01-01 13:16:00,10872.35,10896.731333333335,False,0,0.0
2025-01-01 13:17:00,10875.1,10896.731333333335,False,0,0.0
2025-01-01 13:18:00,10872.05,10896.731333333335,False,0,0.0
2025-01-01 13:19:00,10863.55,10896.731333333335,False,0,0.0
2025-01-01 13:20:00,10869.8,10896.731333333335,False,0,0.0
2025-01-01 13:21:00,10870.55,10896.731333333335,False,0,0.0
2025-01-01 13:22:00,10864.45,10896.731333333335,False,0,0.0
2025-01-01 13:23:00,10869.3,10896.731333333335,False,0,0.0
2025-01-01 13:24:00,10868.1,10896.731333333335,False,0,0.0
2025-01-01 13:25:00,10865.65,10896.731333333335,False,0,0.0
2025-01-01 13:26:00,10867.4,10896.731333333335,False,0,0.0
2025-01-01 13:27:00,10869.95,10896.731333333335,False,0,0.0
2025-01-01 13:28:00,10867.95,10896.731333333335,False,0,0.0
2025-01-01 13:29:00,10869.75,10896.731333333335,False,0,0.0
2025-01-01 13:30:00,10868.8,10896.731333333335,False,0,0.0
2025-01-01 13:31:00,10870.15,10896.731333333335,False,0,0.0
2025-01-01 13:32:00,10867.5,10896.731333333335,False,0,0.0
2025-01-01 13:33:00,10870.45,10896.731333333335,False,0,0.0
2025-01-01 13:34:00,10864.15,10896.731333333335,False,0,0.0
2025-01-01 13:35:00,10858.15,10896.731333333335,False,0,0.0
2025-01-01 13:36:00,10857.0,10896.731333333335,False,0,0.0
2025-01-01 13:37:00,10862.75,10896.731333333335,False,0,0.0
2025-01-01 13:38:00,10868.9,10896.731333333335,False,0,0.0
2025-01-01 13:39:00,10865.7,10896.731333333335,False,0,0.0
2025-01-01 13:40:00,10868.4,10896.731333333335,False,0,0.0
2025-01-01 13:41:00,10865.55,10896.731333333335,False,0,0.0
2025-01-01 13:42:00,10870.0,10896.731333333335,False,0,0.0
2025-01-01 13:43:00,10868.0,10896.731333333335,False,0,0.0
2025-01-01 13:44:00,10870.0,10896.731333333335,False,0,0.0
2025-01-01 13:45:00,10872.95,10896.731333333335,False,0,0.0
2025-01-01 13:46:00,10874.0,10896.731333333335,False,0,0.0
2025-01-01 13:47:00,10876.15,10896.731333333335,False,0,0.0
2025-01-01 13:48:00,10872.95,10896.731333333335,False,0,0.0
2025-01-01 13:49:00,10873.8,10896.731333333335,False,0,0.0
2025-01-01 13:50:00,10873.85,10896.731333333335,False,0,0.0
2025-01-01 13:51:00,10873.85,10896.731333333335,False,0,0.0
2025-01-01 13:52:00,10875.8,10896.731333333335,False,0,0.0
2025-01-01 13:53:00,10949.35,10896.731333333335,True,1,1.0
2025-01-01 13:54:00,10960.1,10896.731333333335,True,1,0.0
2025-01-01 13:55:00,11001.25,10896.731333333335,True,1,0.0
2025-01-01 13:56:00,11056.0,10896.731333333335,True,1,0.0
2025-01-01 13:57:00,11064.95,10896.731333333335,True,1,0.0
2025-01-01 13:58:00,11026.8,10896.731333333335,True,1,0.0
2025-01-01 13:59:00,11073.6,10896.731333333335,True,1,0.0
2025-01-01 14:00:00,11071.25,10896.731333333335,True,1,0.0
2025-01-01 14:01:00,11090.75,10896.731333333335,True,1,0.0
2025-01-01 14:02:00,11094.0,10896.731333333335,True,1,0.0
2025-01-01 14:03:00,11092.25,10896.731333333335,True,1,0.0
2025-01-01 14:04:00,11094.95,10896.731333333335,True,1,0.0
2025-01-01 14:05:00,11089.65,10896.731333333335,True,1,0.0
2025-01-01 14:06:00,11082.7,10896.731333333335,True,1,0.0
2025-01-01 14:07:00,11082.75,10896.731333333335,True,1,0.0
2025-01-01 14:08:00,11108.0,10896.731333333335,True,1,0.0
2025-01-01 14:09:00,11106.0,10896.731333333335,True,1,0.0
2025-01-01 14:10:00,11110.9,10896.731333333335,True,1,0.0
2025-01-01 14:11:00,11102.5,10896.731333333335,True,1,0.0
2025-01-01 14:12:00,11110.0,10896.731333333335,True,1,0.0
2025-01-01 14:13:00,11112.75,10896.731333333335,True,1,0.0
2025-01-01 14:14:00,11128.0,10896.731333333335,True,1,0.0
2025-01-01 14:15:00,11156.0,10896.731333333335,True,1,0.0
2025-01-01 14:16:00,11164.35,10896.731333333335,True,1,0.0
2025-01-01 14:17:00,11209.1,10896.731333333335,True,1,0.0
2025-01-01 14:18:00,11174.4,10896.731333333335,True,1,0.0
2025-01-01 14:19:00,11177.0,10896.731333333335,True,1,0.0
2025-01-01 14:20:00,11197.25,10896.731333333335,True,1,0.0
2025-01-01 14:21:00,11169.9,10896.731333333335,True,1,0.0
2025-01-01 14:22:00,11155.1,10896.731333333335,True,1,0.0
2025-01-01 14:23:00,11166.5,10896.731333333335,True,1,0.0
2025-01-01 14:24:00,11178.95,10896.731333333335,True,1,0.0
2025-01-01 14:25:00,11175.6,10896.731333333335,True,1,0.0
2025-01-01 14:26:00,11175.0,10896.731333333335,True,1,0.0
2025-01-01 14:27:00,11174.0,10896.731333333335,True,1,0.0
2025-01-01 14:28:00,11171.2,10896.731333333335,True,1,0.0
2025-01-01 14:29:00,11176.9,10896.731333333335,True,1,0.0
2025-01-01 14:30:00,11185.1,10896.731333333335,True,1,0.0
2025-01-01 14:31:00,11178.95,10896.731333333335,True,1,0.0
2025-01-01 14:32:00,11178.2,10896.731333333335,True,1,0.0
2025-01-01 14:33:00,11179.0,10896.731333333335,True,1,0.0
2025-01-01 14:34:00,11177.65,10896.731333333335,True,1,0.0
2025-01-01 14:35:00,11188.85,10896.731333333335,True,1,0.0
2025-01-01 14:36:00,11208.95,10896.731333333335,True,1,0.0
2025-01-01 14:37:00,11188.85,10896.731333333335,True,1,0.0
2025-01-01 14:38:00,11195.8,10896.731333333335,True,1,0.0
2025-01-01 14:39:00,11198.6,10896.731333333335,True,1,0.0
2025-01-01 14:40:00,11193.0,10896.731333333335,True,1,0.0
2025-01-01 14:41:00,11205.0,10896.731333333335,True,1,0.0
2025-01-01 14:42:00,11205.0,10896.731333333335,True,1,0.0
2025-01-01 14:43:00,11215.0,10896.731333333335,True,1,0.0
2025-01-01 14:44:00,11205.8,10896.731333333335,True,1,0.0
2025-01-01 14:45:00,11202.0,10896.731333333335,True,1,0.0
2025-01-01 14:46:00,11194.05,10896.731333333335,True,1,0.0
2025-01-01 14:47:00,11193.85,10896.731333333335,True,1,0.0
2025-01-01 14:48:00,11199.95,10896.731333333335,True,1,0.0
2025-01-01 14:49:00,11202.05,10896.731333333335,True,1,0.0
2025-01-01 14:50:00,11205.35,10896.731333333335,True,1,0.0
2025-01-01 14:51:00,11215.55,10896.731333333335,True,1,0.0
2025-01-01 14:52:00,11212.6,10896.731333333335,True,1,0.0
2025-01-01 14:53:00,11207.55,10896.731333333335,True,1,0.0
2025-01-01 14:54:00,11206.75,10896.731333333335,True,1,0.0
2025-01-01 14:55:00,11200.0,10896.731333333335,True,1,0.0
2025-01-01 14:56:00,11227.0,10896.731333333335,True,1,0.0
2025-01-01 14:57:00,11235.0,10896.731333333335,True,1,0.0
2025-01-01 14:58:00,11240.4,10896.731333333335,True,1,0.0
2025-01-01 14:59:00,11241.0,10896.731333333335,True,1,0.0
2025-01-01 15:00:00,11241.25,10896.731333333335,True,1,0.0
2025-01-01 15:01:00,11270.0,10896.731333333335,True,1,0.0
2025-01-01 15:02:00,11248.1,10896.731333333335,True,1,0.0
2025-01-01 15:03:00,11254.1,10896.731333333335,True,1,0.0
2025-01-01 15:04:00,11248.55,10896.731333333335,True,1,0.0
2025-01-01 15:05:00,11225.0,10896.731333333335,True,1,0.0
2025-01-01 15:06:00,11217.3,10896.731333333335,True,1,0.0
2025-01-01 15:07:00,11207.05,10896.731333333335,True,1,0.0
2025-01-01 15:08:00,11208.9,10896.731333333335,True,1,0.0
2025-01-01 15:09:00,11209.95,10896.731333333335,True,1,0.0
2025-01-01 15:10:00,11206.45,10896.731333333335,True,1,0.0
2025-01-01 15:11:00,11204.05,10896.731333333335,True,1,0.0
2025-01-01 15:12:00,11208.7,10896.731333333335,True,1,0.0
2025-01-01 15:13:00,11195.3,10896.731333333335,True,1,0.0
2025-01-01 15:14:00,11193.4,10896.731333333335,True,1,0.0
2025-01-01 15:15:00,11186.1,10896.731333333335,True,1,0.0
2025-01-01 15:16:00,11200.4,10896.731333333335,True,1,0.0
2025-01-01 15:17:00,11183.5,10896.731333333335,True,1,0.0
2025-01-01 15:18:00,11185.55,10896.731333333335,True,1,0.0
2025-01-01 15:19:00,11192.0,10896.731333333335,True,1,0.0
2025-01-01 15:20:00,11178.7,10896.731333333335,True,1,0.0
2025-01-01 15:21:00,11175.0,10896.731333333335,True,1,0.0
2025-01-01 15:22:00,11178.25,10896.731333333335,True,1,0.0
2025-01-01 15:23:00,11181.05,10896.731333333335,True,1,0.0
2025-01-01 15:24:00,11182.85,10896.731333333335,True,1,0.0
2025-01-01 15:25:00,11185.0,10896.731333333335,True,1,0.0
2025-01-01 15:26:00,11186.25,10896.731333333335,True,1,0.0
2025-01-01 15:27:00,11190.45,10896.731333333335,True,1,0.0
2025-01-01 15:28:00,11182.0,10896.731333333335,True,1,0.0
2025-01-01 15:29:00,11185.0,10896.731333333335,True,1,0.0
2025-01-02 09:15:00,11296.05,10896.731333333335,True,1,0.0
2025-01-02 09:16:00,11308.65,10896.731333333335,True,1,0.0
2025-01-02 09:17:00,11292.9,10896.731333333335,True,1,0.0
2025-01-02 09:18:00,11290.9,10896.731333333335,True,1,0.0
2025-01-02 09:19:00,11290.95,10896.731333333335,True,1,0.0
2025-01-02 09:20:00,11244.0,10896.731333333335,True,1,0.0
2025-01-02 09:21:00,11251.4,10896.731333333335,True,1,0.0
2025-01-02 09:22:00,11271.45,10896.731333333335,True,1,0.0
2025-01-02 09:23:00,11280.5,10896.731333333335,True,1,0.0
2025-01-02 09:24:00,11277.75,10896.731333333335,True,1,0.0
2025-01-02 09:25:00,11280.05,10896.731333333335,True,1,0.0
2025-01-02 09:26:00,11274.6,10896.731333333335,True,1,0.0
2025-01-02 09:27:00,11270.95,10896.731333333335,True,1,0.0
2025-01-02 09:28:00,11269.3,10896.731333333335,True,1,0.0
2025-01-02 09:29:00,11256.2,10896.731333333335,True,1,0.0
2025-01-02 09:30:00,11253.4,10896.731333333335,True,1,0.0
2025-01-02 09:31:00,11266.7,10896.731333333335,True,1,0.0
2025-01-02 09:32:00,11283.55,10896.731333333335,True,1,0.0
2025-01-02 09:33:00,11284.7,10896.731333333335,True,1,0.0
2025-01-02 09:34:00,11240.0,10896.731333333335,True,1,0.0
2025-01-02 09:35:00,11259.4,10896.731333333335,True,1,0.0
2025-01-02 09:36:00,11260.25,10896.731333333335,True,1,0.0
2025-01-02 09:37:00,11262.15,10896.731333333335,True,1,0.0
2025-01-02 09:38:00,11270.3,10896.731333333335,True,1,0.0
2025-01-02 09:39:00,11268.85,10896.731333333335,True,1,0.0
2025-01-02 09:40:00,11269.75,10896.731333333335,True,1,0.0
2025-01-02 09:41:00,11286.0,10896.731333333335,True,1,0.0
2025-01-02 09:42:00,11292.0,10896.731333333335,True,1,0.0
2025-01-02 09:43:00,11293.0,10896.731333333335,True,1,0.0
2025-01-02 09:44:00,11287.9,10896.731333333335,True,1,0.0
2025-01-02 09:45:00,11281.1,10896.731333333335,True,1,0.0
2025-01-02 09:46:00,11290.05,10896.731333333335,True,1,0.0
2025-01-02 09:47:00,11280.35,10896.731333333335,True,1,0.0
2025-01-02 09:48:00,11278.4,10896.731333333335,True,1,0.0
2025-01-02 09:49:00,11268.9,10896.731333333335,True,1,0.0
2025-01-02 09:50:00,11263.95,10896.731333333335,True,1,0.0
2025-01-02 09:51:00,11251.65,10896.731333333335,True,1,0.0
2025-01-02 09:52:00,11246.95,10896.731333333335,True,1,0.0
2025-01-02 09:53:00,11250.35,10896.731333333335,True,1,0.0
2025-01-02 09:54:00,11258.2,10896.731333333335,True,1,0.0
2025-01-02 09:55:00,11267.85,10896.731333333335,True,1,0.0
2025-01-02 09:56:00,11265.85,10896.731333333335,True,1,0.0
2025-01-02 09:57:00,11271.4,10896.731333333335,True,1,0.0
2025-01-02 09:58:00,11278.3,10896.731333333335,True,1,0.0
2025-01-02 09:59:00,11284.15,10896.731333333335,True,1,0.0
2025-01-02 10:00:00,11282.3,10896.731333333335,True,1,0.0
2025-01-02 10:01:00,11302.2,10896.731333333335,True,1,0.0
2025-01-02 10:02:00,11299.0,10896.731333333335,True,1,0.0
2025-01-02 10:03:00,11308.25,10896.731333333335,True,1,0.0
2025-01-02 10:04:00,11314.9,10896.731333333335,True,1,0.0
2025-01-02 10:05:00,11330.35,10896.731333333335,True,1,0.0
2025-01-02 10:06:00,11327.35,10896.731333333335,True,1,0.0
2025-01-02 10:07:00,11351.85,10896.731333333335,True,1,0.0
2025-01-02 10:08:00,11373.65,10896.731333333335,True,1,0.0
2025-01-02 10:09:00,11390.0,10896.731333333335,True,1,0.0
2025-01-02 10:10:00,11406.0,10896.731333333335,True,1,0.0
2025-01-02 10:11:00,11431.05,10896.731333333335,True,1,0.0
2025-01-02 10:12:00,11427.75,10896.731333333335,True,1,0.0
2025-01-02 10:13:00,11425.0,10896.731333333335,True,1,0.0
2025-01-02 10:14:00,11431.0,10896.731333333335,True,1,0.0
2025-01-02 10:15:00,11441.9,10896.731333333335,True,1,0.0
2025-01-02 10:16:00,11440.6,10896.731333333335,True,1,0.0
2025-01-02 10:17:00,11435.3,10896.731333333335,True,1,0.0
2025-01-02 10:18:00,11436.5,10896.731333333335,True,1,0.0
2025-01-02 10:19:00,11459.0,10896.731333333335,True,1,0.0
2025-01-02 10:20:00,11477.05,10896.731333333335,True,1,0.0
2025-01-02 10:21:00,11484.95,10896.731333333335,True,1,0.0
2025-01-02 10:22:00,11463.25,10896.731333333335,True,1,0.0
2025-01-02 10:23:00,11481.85,10896.731333333335,True,1,0.0
2025-01-02 10:24:00,11490.0,10896.731333333335,True,1,0.0
2025-01-02 10:25:00,11471.45,10896.731333333335,True,1,0.0
2025-01-02 10:26:00,11481.7,10896.731333333335,True,1,0.0
2025-01-02 10:27:00,11479.0,10896.731333333335,True,1,0.0
2025-01-02 10:28:00,11494.0,10896.731333333335,True,1,0.0
2025-01-02 10:29:00,11505.25,10896.731333333335,True,1,0.0
2025-01-02 10:30:00,11514.7,10896.731333333335,True,1,0.0
2025-01-02 10:31:00,11519.0,10896.731333333335,True,1,0.0
2025-01-02 10:32:00,11531.0,10896.731333333335,True,1,0.0
2025-01-02 10:33:00,11531.95,10896.731333333335,True,1,0.0
2025-01-02 10:34:00,11560.65,10896.731333333335,True,1,0.0
2025-01-02 10:35:00,11557.1,10896.731333333335,True,1,0.0
2025-01-02 10:36:00,11564.0,10896.731333333335,True,1,0.0
2025-01-02 10:37:00,11562.95,10896.731333333335,True,1,0.0
2025-01-02 10:38:00,11563.6,10896.731333333335,True,1,0.0
2025-01-02 10:39:00,11563.4,10896.731333333335,True,1,0.0
2025-01-02 10:40:00,11555.6,10896.731333333335,True,1,0.0
2025-01-02 10:41:00,11549.45,10896.731333333335,True,1,0.0
2025-01-02 10:42:00,11544.75,10896.731333333335,True,1,0.0
2025-01-02 10:43:00,11536.9,10896.731333333335,True,1,0.0
2025-01-02 10:44:00,11533.35,10896.731333333335,True,1,0.0
2025-01-02 10:45:00,11539.1,10896.731333333335,True,1,0.0
2025-01-02 10:46:00,11539.85,10896.731333333335,True,1,0.0
2025-01-02 10:47:00,11510.0,10896.731333333335,True,1,0.0
2025-01-02 10:48:00,11510.75,10896.731333333335,True,1,0.0
2025-01-02 10:49:00,11530.0,10896.731333333335,True,1,0.0
2025-01-02 10:50:00,11537.0,10896.731333333335,True,1,0.0
2025-01-02 10:51:00,11530.0,10896.731333333335,True,1,0.0
2025-01-02 10:52:00,11525.5,10896.731333333335,True,1,0.0
2025-01-02 10:53:00,11529.2,10896.731333333335,True,1,0.0
2025-01-02 10:54:00,11530.7,10896.731333333335,True,1,0.0
2025-01-02 10:55:00,11525.9,10896.731333333335,True,1,0.0
2025-01-02 10:56:00,11536.0,10896.731333333335,True,1,0.0
2025-01-02 10:57:00,11537.0,10896.731333333335,True,1,0.0
2025-01-02 10:58:00,11514.65,10896.731333333335,True,1,0.0
2025-01-02 10:59:00,11518.4,10896.731333333335,True,1,0.0
2025-01-02 11:00:00,11513.25,10896.731333333335,True,1,0.0
2025-01-02 11:01:00,11534.7,10896.731333333335,True,1,0.0
2025-01-02 11:02:00,11536.2,10896.731333333335,True,1,0.0
2025-01-02 11:03:00,11535.95,10896.731333333335,True,1,0.0
2025-01-02 11:04:00,11531.85,10896.731333333335,True,1,0.0
2025-01-02 11:05:00,11530.05,10896.731333333335,True,1,0.0
2025-01-02 11:06:00,11532.85,10896.731333333335,True,1,0.0
2025-01-02 11:07:00,11534.6,10896.731333333335,True,1,0.0
2025-01-02 11:08:00,11544.0,10896.731333333335,True,1,0.0
2025-01-02 11:09:00,11545.0,10896.731333333335,True,1,0.0
2025-01-02 11:10:00,11548.0,10896.731333333335,True,1,0.0
2025-01-02 11:11:00,11547.0,10896.731333333335,True,1,0.0
2025-01-02 11:12:00,11550.0,10896.731333333335,True,1,0.0
2025-01-02 11:13:00,11554.85,10896.731333333335,True,1,0.0
2025-01-02 11:14:00,11558.05,10896.731333333335,True,1,0.0
2025-01-02 11:15:00,11562.5,10896.731333333335,True,1,0.0
2025-01-02 11:16:00,11570.0,10896.731333333335,True,1,0.0
2025-01-02 11:17:00,11568.75,10896.731333333335,True,1,0.0
2025-01-02 11:18:00,11574.0,10896.731333333335,True,1,0.0
2025-01-02 11:19:00,11574.45,10896.731333333335,True,1,0.0
2025-01-02 11:20:00,11562.25,10896.731333333335,True,1,0.0
2025-01-02 11:21:00,11565.0,10896.731333333335,True,1,0.0
2025-01-02 11:22:00,11573.0,10896.731333333335,True,1,0.0
2025-01-02 11:23:00,11571.7,10896.731333333335,True,1,0.0
2025-01-02 11:24:00,11564.0,10896.731333333335,True,1,0.0
2025-01-02 11:25:00,11575.0,10896.731333333335,True,1,0.0
2025-01-02 11:26:00,11574.95,10896.731333333335,True,1,0.0
2025-01-02 11:27:00,11568.0,10896.731333333335,True,1,0.0
2025-01-02 11:28:00,11554.65,10896.731333333335,True,1,0.0
2025-01-02 11:29:00,11560.3,10896.731333333335,True,1,0.0
2025-01-02 11:30:00,11565.55,10896.731333333335,True,1,0.0
2025-01-02 11:31:00,11588.0,10896.731333333335,True,1,0.0
2025-01-02 11:32:00,11584.95,10896.731333333335,True,1,0.0
2025-01-02 11:33:00,11581.85,10896.731333333335,True,1,0.0
2025-01-02 11:34:00,11579.0,10896.731333333335,True,1,0.0
2025-01-02 11:35:00,11590.0,10896.731333333335,True,1,0.0
2025-01-02 11:36:00,11596.9,10896.731333333335,True,1,0.0
2025-01-02 11:37:00,11590.85,10896.731333333335,True,1,0.0
2025-01-02 11:38:00,11594.0,10896.731333333335,True,1,0.0
2025-01-02 11:39:00,11588.8,10896.731333333335,True,1,0.0
2025-01-02 11:40:00,11588.85,10896.731333333335,True,1,0.0
2025-01-02 11:41:00,11592.0,10896.731333333335,True,1,0.0
2025-01-02 11:42:00,11616.4,10896.731333333335,True,1,0.0
2025-01-02 11:43:00,11624.5,10896.731333333335,True,1,0.0
2025-01-02 11:44:00,11625.0,10896.731333333335,True,1,0.0
2025-01-02 11:45:00,11622.5,10896.731333333335,True,1,0.0
2025-01-02 11:46:00,11628.0,10896.731333333335,True,1,0.0
2025-01-02 11:47:00,11615.0,10896.731333333335,True,1,0.0
2025-01-02 11:48:00,11611.35,10896.731333333335,True,1,0.0
2025-01-02 11:49:00,11616.0,10896.731333333335,True,1,0.0
