stage,fast,mid1,mid2,mid3,sharpe,expectancy,won,lost
stage1,360,720,,,-0.002276,-0.904839,18,44
stage1,360,840,,,-0.002276,-0.904839,18,44
stage1,360,960,,,-0.002276,-0.904839,18,44
stage1,360,1080,,,-0.002276,-0.904839,18,44
stage1,360,1200,,,-0.002276,-0.904839,18,44
stage1,360,1320,,,-0.002276,-0.904839,18,44
stage1,360,1440,,,-0.002276,-0.904839,18,44
stage1,360,1560,,,0.000531,0.170492,19,42
stage1,360,1680,,,0.000160,0.044167,18,42
stage1,360,1800,,,-0.000136,-0.058333,18,42
stage1,360,1920,,,-0.000354,-0.132500,18,42
stage1,420,120,,,-0.002777,-0.914151,18,35
stage1,420,240,,,-0.002777,-0.914151,18,35
stage1,420,360,,,-0.002777,-0.914151,18,35
stage1,420,480,,,-0.002777,-0.914151,18,35
stage1,420,600,,,-0.002777,-0.914151,18,35
stage1,420,720,,,-0.002777,-0.914151,18,35
stage1,420,840,,,-0.002777,-0.914151,18,35
stage1,420,960,,,-0.002777,-0.914151,18,35
stage1,420,1080,,,-0.002777,-0.914151,18,35
stage1,420,1200,,,-0.002777,-0.914151,18,35
stage1,420,1320,,,-0.002777,-0.914151,18,35
stage1,420,1440,,,-0.002777,-0.914151,18,35
stage1,420,1560,,,-0.002777,-0.914151,18,35
stage1,420,1680,,,-0.002777,-0.914151,18,35
stage1,420,1800,,,-0.002813,-0.927358,18,35
stage1,420,1920,,,-0.003060,-1.011321,18,35
stage1,480,120,,,0.001771,1.074444,16,29
stage1,480,240,,,0.001771,1.074444,16,29
stage1,480,360,,,0.001771,1.074444,16,29
stage1,480,480,,,0.001771,1.074444,16,29
stage1,480,600,,,0.001771,1.074444,16,29
stage1,480,720,,,0.001771,1.074444,16,29
stage1,480,840,,,0.001771,1.074444,16,29
stage1,480,960,,,0.001771,1.074444,16,29
stage1,480,1080,,,0.001771,1.074444,16,29
stage1,480,1200,,,0.001771,1.074444,16,29
stage1,480,1320,,,0.001771,1.074444,16,29
stage1,480,1440,,,0.001771,1.074444,16,29
stage1,480,1560,,,0.001771,1.074444,16,29
stage1,480,1680,,,0.001771,1.074444,16,29
stage1,480,1800,,,0.001771,1.074444,16,29
stage1,480,1920,,,0.001771,1.074444,16,29
stage1,540,120,,,-0.002955,-1.303659,13,28
stage1,540,240,,,-0.002955,-1.303659,13,28
stage1,540,360,,,-0.002955,-1.303659,13,28
stage1,540,480,,,-0.002955,-1.303659,13,28
stage1,540,600,,,-0.002955,-1.303659,13,28
stage1,540,720,,,-0.002955,-1.303659,13,28
stage1,540,840,,,-0.002955,-1.303659,13,28
stage1,540,960,,,-0.002955,-1.303659,13,28
stage1,540,1080,,,-0.002955,-1.303659,13,28
stage1,540,1200,,,-0.002955,-1.303659,13,28
stage1,540,1320,,,-0.002955,-1.303659,13,28
stage1,540,1440,,,-0.002955,-1.303659,13,28
stage1,540,1560,,,-0.002955,-1.303659,13,28
stage1,540,1680,,,-0.002955,-1.303659,13,28
stage1,540,1800,,,-0.002955,-1.303659,13,28
stage1,540,1920,,,-0.002955,-1.303659,13,28
stage1,600,120,,,-0.007363,-3.943056,9,27
stage1,600,240,,,-0.007363,-3.943056,9,27
stage1,600,360,,,-0.007363,-3.943056,9,27
stage1,600,480,,,-0.007363,-3.943056,9,27
stage1,600,600,,,-0.007363,-3.943056,9,27
stage1,600,720,,,-0.007363,-3.943056,9,27
stage1,600,840,,,-0.007363,-3.943056,9,27
stage1,600,960,,,-0.007363,-3.943056,9,27
stage1,600,1080,,,-0.007363,-3.943056,9,27
stage1,600,1200,,,-0.007363,-3.943056,9,27
stage1,600,1320,,,-0.007363,-3.943056,9,27
stage1,600,1440,,,-0.007363,-3.943056,9,27
stage1,600,1560,,,-0.007363,-3.943056,9,27
stage1,600,1680,,,-0.007363,-3.943056,9,27
stage1,600,1800,,,-0.007363,-3.943056,9,27
stage1,600,1920,,,-0.007363,-3.943056,9,27
stage1,660,120,,,-0.007549,-4.603125,9,23
stage1,660,240,,,-0.007549,-4.603125,9,23
stage1,660,360,,,-0.007549,-4.603125,9,23
stage1,660,480,,,-0.007549,-4.603125,9,23
stage1,660,600,,,-0.007549,-4.603125,9,23
stage1,660,720,,,-0.007549,-4.603125,9,23
stage1,660,840,,,-0.007549,-4.603125,9,23
stage1,660,960,,,-0.007549,-4.603125,9,23
stage1,660,1080,,,-0.007549,-4.603125,9,23
stage1,660,1200,,,-0.007549,-4.603125,9,23
stage1,660,1320,,,-0.007549,-4.603125,9,23
stage1,660,1440,,,-0.007549,-4.603125,9,23
stage1,660,1560,,,-0.007549,-4.603125,9,23
stage1,660,1680,,,-0.007549,-4.603125,9,23
stage1,660,1800,,,-0.007549,-4.603125,9,23
stage1,660,1920,,,-0.007549,-4.603125,9,23
stage1,720,120,,,-0.004707,-2.868750,9,23
stage1,720,240,,,-0.004707,-2.868750,9,23
stage1,720,360,,,-0.004707,-2.868750,9,23
stage1,720,480,,,-0.004707,-2.868750,9,23
stage1,720,600,,,-0.004707,-2.868750,9,23
stage1,720,720,,,-0.004707,-2.868750,9,23
stage1,720,840,,,-0.004707,-2.868750,9,23
stage1,720,960,,,-0.004707,-2.868750,9,23
stage1,720,1080,,,-0.004707,-2.868750,9,23
stage1,720,1200,,,-0.004707,-2.868750,9,23
stage1,720,1320,,,-0.004707,-2.868750,9,23
stage1,720,1440,,,-0.004707,-2.868750,9,23
stage1,720,1560,,,-0.004707,-2.868750,9,23
stage1,720,1680,,,-0.004707,-2.868750,9,23
stage1,720,1800,,,-0.004707,-2.868750,9,23
stage1,720,1920,,,-0.004707,-2.868750,9,23
stage1,780,120,,,-0.005247,-3.812000,10,15
stage1,780,240,,,-0.005247,-3.812000,10,15
stage1,780,360,,,-0.005247,-3.812000,10,15
stage1,780,480,,,-0.005247,-3.812000,10,15
stage1,780,600,,,-0.005247,-3.812000,10,15
stage1,780,720,,,-0.005247,-3.812000,10,15
stage1,780,840,,,-0.005247,-3.812000,10,15
stage1,780,960,,,-0.005247,-3.812000,10,15
stage1,780,1080,,,-0.005247,-3.812000,10,15
stage1,780,1200,,,-0.005247,-3.812000,10,15
stage1,780,1320,,,-0.005247,-3.812000,10,15
stage1,780,1440,,,-0.005247,-3.812000,10,15
stage1,780,1560,,,-0.005247,-3.812000,10,15
stage1,780,1680,,,-0.005247,-3.812000,10,15
stage1,780,1800,,,-0.005247,-3.812000,10,15
stage1,780,1920,,,-0.005247,-3.812000,10,15
stage1,840,120,,,-0.006548,-4.783333,7,17
stage1,840,240,,,-0.006548,-4.783333,7,17
stage1,840,360,,,-0.006548,-4.783333,7,17
stage1,840,480,,,-0.006548,-4.783333,7,17
stage1,840,600,,,-0.006548,-4.783333,7,17
stage1,840,720,,,-0.006548,-4.783333,7,17
stage1,840,840,,,-0.006548,-4.783333,7,17
stage1,840,960,,,-0.006548,-4.783333,7,17
stage1,840,1080,,,-0.006548,-4.783333,7,17
stage1,840,1200,,,-0.006548,-4.783333,7,17
stage1,840,1320,,,-0.006548,-4.783333,7,17
stage1,840,1440,,,-0.006548,-4.783333,7,17
stage1,840,1560,,,-0.006548,-4.783333,7,17
stage1,840,1680,,,-0.006548,-4.783333,7,17
stage1,840,1800,,,-0.006548,-4.783333,7,17
stage1,840,1920,,,-0.006548,-4.783333,7,17
stage1,900,120,,,-0.006344,-4.579167,7,17
stage1,900,240,,,-0.006344,-4.579167,7,17
stage1,900,360,,,-0.006344,-4.579167,7,17
stage1,900,480,,,-0.006344,-4.579167,7,17
stage1,900,600,,,-0.006344,-4.579167,7,17
stage1,900,720,,,-0.006344,-4.579167,7,17
stage1,900,840,,,-0.006344,-4.579167,7,17
stage1,900,960,,,-0.006344,-4.579167,7,17
stage1,900,1080,,,-0.006344,-4.579167,7,17
stage1,900,1200,,,-0.006344,-4.579167,7,17
stage1,900,1320,,,-0.006344,-4.579167,7,17
stage1,900,1440,,,-0.006344,-4.579167,7,17
stage1,900,1560,,,-0.006344,-4.579167,7,17
stage1,900,1680,,,-0.006344,-4.579167,7,17
stage1,900,1800,,,-0.006344,-4.579167,7,17
stage1,900,1920,,,-0.006344,-4.579167,7,17
stage1,960,120,,,-0.004402,-2.650000,7,15
stage1,960,240,,,-0.004402,-2.650000,7,15
stage1,960,360,,,-0.004402,-2.650000,7,15
stage1,960,480,,,-0.004402,-2.650000,7,15
stage1,960,600,,,-0.004402,-2.650000,7,15
stage1,960,720,,,-0.004402,-2.650000,7,15
stage1,960,840,,,-0.004402,-2.650000,7,15
stage1,960,960,,,-0.004402,-2.650000,7,15
stage1,960,1080,,,-0.004402,-2.650000,7,15
stage1,960,1200,,,-0.004402,-2.650000,7,15
stage1,960,1320,,,-0.004402,-2.650000,7,15
stage1,960,1440,,,-0.004402,-2.650000,7,15
stage1,960,1560,,,-0.004402,-2.650000,7,15
stage1,960,1680,,,-0.004402,-2.650000,7,15
stage1,960,1800,,,-0.004402,-2.650000,7,15
stage1,960,1920,,,-0.004402,-2.650000,7,15
stage2,60,1680,120,240,0.006860,0.438393,117,163
stage2,60,1680,120,300,0.003844,0.262205,101,153
stage2,60,1680,180,240,0.007059,0.444737,121,164
stage2,60,1680,180,300,0.003984,0.270312,101,155
stage2,60,1800,120,240,0.006548,0.416429,117,163
stage2,60,1800,120,300,0.003527,0.237992,101,153
stage2,60,1800,180,240,0.006748,0.423158,121,164
stage2,60,1800,180,300,0.003668,0.246289,101,155
stage2,60,1560,120,240,0.006202,0.393085,117,165
stage2,60,1560,120,300,0.002868,0.188867,101,155
stage2,60,1560,180,240,0.006401,0.400174,121,166
stage2,60,1560,180,300,0.003007,0.197481,101,157
stage2,60,1920,120,240,0.006005,0.377419,116,163
stage2,60,1920,120,300,0.002986,0.196443,100,153
stage2,60,1920,180,240,0.006249,0.387500,120,164
stage2,60,1920,180,300,0.003168,0.208039,100,155
stage2,240,1560,480,960,0.004674,0.973958,38,58
stage2,240,1560,480,1200,0.000122,-0.038415,27,55
stage2,240,1560,720,960,0.004353,0.913684,37,58
stage2,240,1560,720,1200,0.000718,0.110494,29,52
